magnitude_app,temperature_K,spectral_class,radius_solar,metallicity_Fe_H
4.82,4334,K,1.22,-0.037
4.22,8020,A,0.65,0.084
8.73,5682,G,0.63,0.092
7.54,5060,G,0.68,-0.145
7.27,5582,G,0.96,-0.093
4.92,3648,M,1.25,-0.577
6.07,3596,M,1.2,-0.025
8.09,5393,G,0.86,0.14
8.57,6094,F,1.37,0.004
7.67,4632,K,2.32,-0.115
10.76,3710,M,0.94,0.094
6.85,4371,K,1.05,-0.236
10.57,5639,G,0.74,-0.264
8.43,4856,K,0.82,0.131
8.22,3559,M,1.87,0.145
9.87,8331,A,1.88,0.128
6.75,3682,M,0.9,-0.075
7.34,4334,K,1.28,0.273
5.55,18702,B,1.58,-0.281
9.87,3642,M,0.8,-0.074
8.67,3429,M,0.52,0.187
10.2,3445,M,1.41,0.215
8.41,4359,K,1.57,-0.193
10.21,3417,M,1.45,0.536
6.51,4816,K,0.83,-0.033
9.97,3791,M,2.14,0.022
7.2,3814,M,1.15,0.245
8.01,6854,F,0.56,0.388
9.46,3582,M,0.45,0.015
12.66,3249,M,0.86,0.293
9.64,4458,K,1.12,-0.114
9.83,3877,M,0.87,0.417
6.91,3424,M,2.71,0.01
8.31,5916,G,1.22,0.079
7.81,3510,M,0.61,-0.087
10.82,3031,M,0.32,0.054
7.71,3612,M,1.12,-0.183
10.66,3722,M,1.64,-0.016
5.4,3491,M,2.54,0.004
10.8,4777,K,0.9,-0.264
6.28,3208,M,2.37,-0.143
9.71,4188,K,0.51,-0.525
6.27,4546,K,0.84,-0.31
9.24,4607,K,0.6,-0.004
6.07,3737,M,1.49,0.24
10.07,3612,M,0.52,-0.089
9.69,5172,G,1.22,-0.008
6.8,3537,M,0.54,0.29
9.16,4635,K,2.41,0.208
9.89,3172,M,0.83,0.205
6.15,3492,M,1.21,0.03
5.93,19664,B,0.41,-0.123
5.86,6287,F,0.47,0.099
5.57,5637,G,0.68,0.321
5.85,5184,G,1.53,0.452
9.85,3573,M,1.39,0.601
9.12,4626,K,1.72,0.382
4.61,3690,M,0.47,0.011
6.98,3303,M,1.29,-0.301
5.68,3237,M,0.76,0.15
9.72,5577,G,0.67,0.274
7.1,3450,M,0.76,-0.638
4.91,4008,M,0.94,-0.37
8.34,3580,M,1.39,-0.114
9.21,3510,M,1.75,-0.192
6.09,5452,G,1.3,-0.402
7.47,6104,F,1.37,0.095
6.2,3599,M,2.49,0.31
10.49,3486,M,1.42,-0.047
7.14,3486,M,0.9,-0.415
6.56,4521,K,1.34,0.052
7.9,3539,M,2.35,-0.277
7.58,4109,K,0.65,-0.252
9.38,4688,K,0.81,0.24
10.43,3352,M,2.06,0.3
10.45,5462,G,0.86,-0.072
7.24,3725,M,1.47,0.183
8.61,3811,M,1.91,-0.269
10.98,3202,M,0.53,0.132
11.05,3505,M,0.82,-0.096
6.25,3548,M,1.83,-0.331
9.18,4161,K,0.94,-0.227
8.85,3640,M,0.36,0.103
9.85,3520,M,0.77,-0.37
10.49,3534,M,1.49,-0.07
5.92,3339,M,1.89,0.267
6.62,5614,G,1.03,-0.123
9.82,6772,F,1.27,-0.385
8.3,5535,G,0.83,-0.069
3.55,3410,M,1.57,0.169
4.67,3424,M,2.04,-0.324
9.33,3539,M,1.47,0.297
9.68,3509,M,0.94,0.191
5.3,3658,M,1.24,0.088
10.2,8296,A,1.61,0.144
7.61,4226,K,1.01,0.032
5.96,3563,M,1.49,0.084
6.88,3416,M,1.2,0.018
5.55,5716,G,2.03,0.221
6.77,3501,M,1.42,0.323
4.26,4647,K,0.78,-0.205
7.85,3322,M,2.02,-0.175
9.17,6547,F,1.26,-0.098
5.31,3378,M,0.93,-0.152
8.03,4225,K,0.51,0.283
6.39,3349,M,1.12,-0.375
9.34,4377,K,2.5,0.136
3.37,3718,M,0.26,0.347
9.42,3400,M,0.26,-0.145
4.36,7960,A,1.47,0.368
7.58,8556,A,1.13,0.289
6.58,3505,M,1.4,-0.087
7.28,3414,M,0.77,0.205
4.94,4464,K,0.34,-0.207
11.32,3671,M,0.66,-0.275
5.43,6718,F,2.18,-0.116
5.58,5661,G,0.8,0.338
11.59,3293,M,0.8,-0.115
8.65,4005,M,0.27,0.01
5.49,3684,M,0.41,-0.251
7.74,3590,M,1.74,0.217
7.53,3296,M,0.88,0.208
4.62,4713,K,1.64,-0.176
6.48,3412,M,0.69,-0.579
7.95,3466,M,0.48,-0.09
10.53,5038,G,0.88,0.111
7.62,4221,K,0.75,-0.003
7.77,3577,M,0.66,0.02
6.37,3676,M,0.67,0.087
10.19,4654,K,0.93,-0.128
9.8,6712,F,0.78,-0.314
9.58,4485,K,0.63,0.185
8.22,4408,K,2.47,-0.221
4.8,3551,M,1.26,-0.3
10.17,3644,M,1.08,0.125
8.11,3501,M,0.97,-0.276
7.38,4772,K,1.39,-0.205
8.9,3462,M,1.3,0.395
8.45,6181,F,0.6,0.397
5.86,6497,F,0.46,0.298
7.36,3519,M,0.32,0.19
4.19,6473,F,2.45,0.289
8.17,4788,K,0.8,0.491
10.66,3641,M,1.34,0.274
4.41,4178,K,1.11,0.063
8.26,3769,M,1.58,0.218
9.34,3883,K,0.97,-0.116
9.63,7199,F,0.51,0.037
6.51,3450,M,0.6,0.048
5.8,3467,M,0.84,-0.035
6.83,4486,K,0.45,-0.079
10.38,3567,M,0.65,0.322
4.58,3500,M,0.55,-0.238
5.57,3477,M,0.85,0.037
7.08,5860,G,0.78,-0.322
6.05,3599,M,1.06,-0.502
7.92,3332,M,1.53,0.299
10.83,3630,M,0.89,0.321
5.59,3592,M,0.47,-0.121
7.71,5350,G,0.36,0.013
7.98,3639,M,1.08,-0.072
7.33,3472,M,0.72,-0.072
4.84,3461,M,0.92,-0.122
6.72,3456,M,1.18,0.115
6.73,3075,M,2.06,-0.095
9.27,3408,M,0.42,0.104
8.84,3625,M,0.6,0.417
4.9,3496,M,0.96,0.097
7.23,3275,M,0.57,0.031
7.0,3669,M,0.47,-0.143
11.91,3448,M,1.92,-0.004
8.58,4225,K,0.59,-0.418
5.85,3886,M,0.52,0.385
6.45,3316,M,0.56,-0.24
7.24,3654,M,1.72,-0.48
8.72,3365,M,0.71,-0.026
8.97,5537,G,0.5,0.089
8.4,6207,F,0.66,0.331
7.58,4221,K,0.98,0.061
7.73,3591,M,1.56,0.231
7.74,6632,F,1.5,0.232
4.43,3700,M,0.68,0.208
7.88,4492,K,0.77,-0.283
6.85,3889,M,2.86,0.128
4.69,5574,G,1.65,-0.346
12.84,6684,F,0.88,0.499
8.62,3262,M,0.32,0.174
8.03,5331,G,0.79,-0.156
7.26,3591,M,0.52,0.094
9.46,19916,B,0.65,-0.253
5.68,4542,K,0.62,-0.389
7.37,3357,M,0.89,0.219
6.1,4527,K,1.04,-0.245
9.44,6539,F,0.69,-0.045
6.35,4234,K,0.53,0.051
10.2,3612,M,0.91,-0.046
7.8,5032,G,0.78,-0.257
9.55,3532,M,0.39,0.015
8.8,3809,M,1.35,0.037
10.12,3619,M,0.69,0.218
6.13,6719,F,0.87,0.611
9.81,5253,G,0.9,-0.494
4.27,4898,K,0.99,-0.2
8.09,3741,M,1.08,0.056
6.91,4310,K,0.52,0.253
5.19,3417,M,1.17,0.087
6.21,3720,M,0.84,0.281
6.72,7084,F,1.72,-0.37
7.61,3279,M,1.5,-0.079
6.95,5224,G,1.94,0.365
8.16,4468,K,0.63,-0.215
6.34,4903,G,1.9,-0.725
7.05,5505,G,1.05,-0.204
7.42,3708,M,1.41,0.109
8.36,3248,M,1.4,-0.018
9.7,5535,G,1.26,-0.321
9.71,3398,M,0.58,-0.18
8.47,3787,M,1.61,-0.333
8.86,6315,F,1.19,-0.303
8.62,5918,G,0.48,-0.22
7.37,3395,M,0.79,0.026
9.8,3635,M,0.55,-0.597
6.17,3544,M,0.49,0.341
3.9,3476,M,1.53,-0.026
5.92,3362,M,0.48,-0.277
10.81,3557,M,0.52,-0.243
7.41,3423,M,2.69,-0.159
8.55,3379,M,0.8,0.002
7.45,4831,K,1.39,0.038
9.12,3596,M,1.75,-0.048
8.14,8774,A,1.47,-0.189
7.86,3431,M,1.08,-0.003
9.23,3467,M,0.98,-0.518
7.07,3456,M,1.31,-0.304
8.74,4576,K,0.89,-0.169
7.65,3612,M,1.42,-0.336
7.79,3495,M,0.88,-0.055
6.36,3361,M,0.93,-0.335
7.57,3633,M,2.56,0.428
6.92,3506,M,0.79,-0.364
10.26,4176,K,1.01,0.378
4.63,3126,M,1.24,-0.501
9.78,3552,M,1.28,0.501
4.51,4313,K,1.16,0.146
9.07,5619,G,0.54,0.198
6.32,4325,K,1.08,-0.341
9.13,3523,M,1.13,-0.081
7.76,3434,M,1.77,-0.064
5.14,3807,M,1.45,-0.025
10.72,3666,M,1.83,0.318
9.55,4803,K,0.61,0.173
9.01,3504,M,0.61,-0.041
6.72,4685,K,1.18,0.25
9.62,5525,G,1.76,0.296
5.43,3757,M,0.9,-0.142
3.54,5480,G,0.69,-0.149
4.88,3255,M,0.45,0.54
6.16,3150,M,1.2,-0.06
6.49,3792,M,0.95,-0.161
7.13,5632,G,0.8,-0.039
7.22,3595,M,1.57,0.269
6.7,3761,M,0.96,0.18
3.77,3211,M,1.0,-0.031
8.38,3437,M,1.57,0.153
7.47,3459,M,2.99,0.063
6.61,3630,M,0.8,-0.036
10.8,3379,M,0.65,-0.075
7.52,3290,M,0.61,0.037
8.12,3288,M,1.27,-0.104
9.59,3701,M,0.58,0.018
5.02,3370,M,0.83,-0.012
7.95,5348,G,0.87,-0.363
9.59,3611,M,2.18,-0.132
7.82,4343,K,1.82,-0.065
5.39,4116,K,0.46,0.465
7.04,7828,A,2.21,-0.04
8.38,4487,K,0.54,0.068
3.79,3587,M,1.08,0.538
5.29,3465,M,0.66,-0.395
11.95,20430,B,0.82,-0.384
8.97,3218,M,0.61,-0.195
10.97,4152,K,2.31,-0.083
9.73,3894,M,0.93,-0.058
8.79,4777,K,1.12,-0.128
7.38,3635,M,0.59,-0.308
8.76,6286,F,0.49,0.243
10.9,3458,M,0.8,-0.114
9.65,3500,M,1.3,0.296
8.33,3730,M,0.94,-0.254
7.66,5611,G,1.63,0.49
9.0,3592,M,1.06,-0.416
6.94,6446,F,1.0,-0.004
9.0,3639,M,1.31,-0.25
6.6,5583,G,1.05,0.009
7.29,3508,M,1.6,-0.245
5.94,5296,G,1.32,-0.536
7.12,3480,M,1.58,-0.195
6.63,3311,M,1.43,0.399
11.38,3493,M,1.97,-0.25
6.21,3516,M,1.51,0.127
8.77,3959,K,2.4,0.001
6.11,4448,K,0.76,-0.114
8.09,5177,G,1.52,0.511
8.58,3587,M,0.5,-0.079
4.3,3612,M,1.61,0.042
5.2,3425,M,1.03,0.021
6.09,6678,F,1.6,0.394
5.39,3603,M,2.32,-0.375
8.17,3460,M,1.49,0.561
8.49,3769,M,0.81,0.38
5.87,3373,M,0.58,0.099
8.25,4831,K,1.31,0.155
7.15,4449,K,0.87,-0.057
7.8,5268,G,1.39,0.038
6.74,3438,M,0.78,0.105
8.98,3308,M,0.63,-0.227
11.27,5716,G,0.89,0.38
9.55,5059,G,1.28,0.056
10.79,6952,F,1.06,0.035
5.19,3336,M,0.67,-0.217
6.65,4688,K,2.46,0.292
9.13,4505,K,0.93,-0.011
11.02,4561,K,0.32,-0.131
9.3,4367,K,1.59,-0.272
5.95,3562,M,0.99,-0.04
7.13,3524,M,0.92,-0.292
8.67,5099,G,0.91,0.086
7.67,3332,M,0.91,0.194
6.4,4378,K,2.3,-0.098
7.42,3368,M,1.26,0.059
7.97,4782,K,1.14,0.305
5.83,20007,B,0.88,-0.043
9.97,3364,M,2.37,-0.026
7.12,5365,G,1.52,0.001
7.85,6336,F,1.64,-0.11
10.07,3450,M,1.15,-0.088
7.75,3312,M,1.65,-0.192
9.96,3358,M,1.22,0.107
5.94,3634,M,0.83,-0.018
8.87,3532,M,1.2,0.15
9.68,3473,M,2.85,0.255
6.34,3500,M,1.11,-0.263
7.64,3492,M,1.89,-0.209
7.68,5442,G,1.81,0.173
8.42,4616,K,1.33,-0.064
8.95,3578,M,2.29,0.02
6.18,3225,M,0.34,0.021
7.88,3477,M,0.4,-0.237
11.18,4161,K,2.37,0.127
10.11,5675,G,0.72,0.062
9.59,4673,K,1.06,-0.252
7.61,5332,G,2.4,-0.041
12.26,3480,M,1.1,-0.027
10.06,3130,M,2.33,0.187
8.07,3670,M,0.82,0.293
8.44,4660,K,1.36,-0.002
7.08,3701,M,1.03,-0.42
8.79,3760,M,2.11,0.182
9.19,3286,M,0.88,0.55
9.41,3655,M,0.62,0.179
7.64,3759,M,0.79,-0.068
5.05,3238,M,0.81,0.1
8.48,3470,M,0.72,0.2
9.41,3436,M,0.71,0.028
6.04,3650,M,1.75,0.329
7.82,3081,M,2.02,-0.283
10.68,3818,M,1.22,-0.101
5.59,4475,K,0.72,0.115
7.43,4706,K,0.75,0.175
10.97,3489,M,0.35,-0.137
8.32,6660,F,1.21,-0.113
6.95,3094,M,0.71,-0.167
7.99,4413,K,2.09,-0.186
9.65,4691,K,0.5,0.13
7.59,3551,M,0.74,-0.009
9.2,3214,M,0.95,0.324
8.47,3511,M,1.26,-0.273
8.63,4316,K,2.46,-0.039
9.32,3342,M,0.5,0.184
7.41,4158,K,0.86,0.086
6.11,4639,K,0.49,-0.275
8.95,5806,G,1.48,0.288
7.74,3871,M,0.72,0.024
7.1,4168,K,0.95,0.479
9.05,3634,M,0.92,-0.033
10.55,4687,K,1.06,0.29
7.69,3398,M,0.92,-0.09
8.02,6202,F,0.62,-0.059
5.64,3310,M,1.04,0.124
7.55,3408,M,0.67,-0.426
8.44,8586,A,1.5,-0.505
7.96,3738,M,1.03,-0.169
7.28,3693,M,0.59,-0.325
9.45,3217,M,3.33,-0.564
8.12,3362,M,2.29,0.186
13.18,5857,G,3.39,-0.198
8.42,3372,M,0.84,-0.086
2.51,3490,M,0.66,0.035
5.78,3202,M,1.5,0.126
9.06,3702,M,1.74,0.071
6.71,4070,K,1.1,0.051
6.84,4130,K,0.35,0.117
5.52,3684,M,0.61,-0.125
7.05,3836,M,1.24,-0.178
8.39,19709,B,0.72,-0.579
8.77,4489,K,0.51,0.16
5.96,3659,M,0.88,-0.171
9.61,8623,A,0.2,0.496
5.62,19627,B,0.74,0.184
8.88,4391,K,0.81,0.238
8.67,3226,M,1.17,0.176
6.13,3541,M,1.31,0.133
5.89,3484,M,1.21,0.119
8.76,3423,M,1.57,0.142
6.88,4275,K,0.92,0.044
7.62,4297,K,0.48,-0.154
9.37,3608,M,1.02,-0.295
8.96,5742,G,0.65,0.106
6.17,3443,M,0.51,0.323
7.89,3424,M,1.34,-0.031
6.13,5265,G,0.49,0.038
9.74,3664,M,1.41,-0.329
11.07,3505,M,0.52,-0.113
6.31,3564,M,0.86,-0.307
7.94,4581,K,0.75,-0.29
9.83,4431,K,1.77,0.025
8.05,3296,M,1.35,-0.014
9.12,3326,M,0.66,0.197
8.1,5810,G,0.92,0.192
5.89,3373,M,1.94,-0.218
8.24,3428,M,2.11,-0.484
10.25,3301,M,0.5,-0.237
8.63,6105,F,1.93,-0.178
11.25,4327,K,1.86,0.138
4.46,7049,F,1.09,0.153
8.76,4648,K,0.96,-0.012
6.7,3408,M,0.76,0.185
6.25,5798,G,0.53,0.641
10.67,3473,M,1.18,-0.03
7.49,21354,B,0.92,-0.058
7.3,3887,M,1.24,-0.21
8.69,5783,G,1.26,0.08
3.69,5526,G,3.52,0.284
10.71,4657,K,1.82,-0.125
11.81,3503,M,1.31,-0.098
9.83,4995,G,0.34,-0.13
8.82,4353,K,1.22,-0.288
7.57,19048,B,2.21,0.034
5.85,3382,M,0.81,0.042
10.39,3814,M,2.99,-0.01
9.83,3696,M,1.31,0.46
8.9,3577,M,1.16,0.1
8.67,5723,G,0.61,-0.279
8.6,3169,M,2.12,0.158
6.95,5700,G,0.66,-0.085
13.0,4711,K,0.75,-0.082
7.43,3108,M,0.39,-0.043
7.15,3634,M,1.57,-0.071
10.24,5108,G,1.34,0.067
7.94,5860,F,1.01,0.529
7.96,3732,M,1.45,-0.092
10.83,3324,M,1.38,0.022
9.36,6267,F,0.83,0.059
9.46,5772,G,0.68,-0.128
5.16,3447,M,0.42,-0.1
8.8,3468,M,0.91,0.248
5.99,3465,M,0.52,-0.128
7.09,4578,K,1.08,-0.222
8.35,3460,M,0.92,0.446
7.93,4526,K,0.82,-0.301
9.31,3412,M,1.69,0.221
9.54,5597,G,0.61,-0.05
9.69,5586,G,0.4,-0.304
5.31,7117,F,0.89,-0.094
12.73,3433,M,0.69,-0.056
7.95,3468,M,1.06,-0.408
10.43,3542,M,0.63,0.107
2.97,3669,M,1.23,0.082
7.47,3309,M,0.61,-0.087
5.08,3518,M,0.61,0.118
6.28,3061,M,1.36,0.051
8.1,3452,M,0.98,0.323
7.33,5795,G,0.55,-0.269
10.63,3373,M,0.62,-0.073
11.54,8575,A,0.83,0.25
6.07,3407,M,0.56,0.135
7.02,4307,K,0.87,-0.575
5.94,3670,M,0.88,-0.417
10.31,3317,M,0.63,0.0
8.32,4566,K,1.38,0.41
8.06,3554,M,0.6,-0.108
8.62,3351,M,1.86,0.162
7.38,4535,K,0.9,0.021
6.29,4290,K,0.72,0.145
8.1,4617,K,1.31,0.268
7.47,3270,M,1.02,0.236
8.69,3441,M,1.46,0.227
4.74,3456,M,0.37,-0.154
8.37,5806,G,1.29,-0.038
6.62,6546,F,0.77,0.13
8.3,5763,G,1.02,0.121
9.81,5653,G,0.96,0.149
6.89,3596,M,1.96,-0.442
10.39,3442,M,0.39,0.299
4.52,4730,K,2.24,-0.426
11.09,3438,M,1.42,-0.188
10.48,5938,F,1.08,0.049
6.23,3462,M,0.49,-0.007
6.24,5625,G,0.43,0.355
5.01,3219,M,0.76,-0.293
9.84,6212,F,1.37,-0.091
7.34,3285,M,1.0,-0.492
7.19,5716,G,1.34,0.033
5.75,4876,K,0.48,-0.052
11.62,3463,M,1.02,-0.31
6.05,4620,K,1.73,0.327
8.05,3588,M,2.07,0.27
8.43,3772,M,0.53,0.018
7.2,3386,M,0.84,0.285
6.8,3462,M,0.84,-0.023
7.26,6389,F,0.73,0.178
9.13,3513,M,1.57,0.216
7.31,3938,M,4.2,-0.267
11.25,3505,M,0.57,0.108
6.45,4308,K,1.24,0.042
9.51,3298,M,1.16,-0.256
4.49,4782,K,1.17,-0.319
6.45,4307,K,1.95,0.124
6.37,4649,K,1.21,-0.07
5.79,4347,K,0.34,-0.366
8.57,4215,K,0.49,0.145
7.78,6697,F,0.59,0.234
3.44,3390,M,0.69,-0.293
11.99,6638,F,0.93,-0.0
8.35,3587,M,0.9,0.38
8.0,5650,G,0.4,-0.228
10.62,6413,F,0.45,0.427
9.98,3620,M,0.35,-0.081
7.4,3339,M,0.46,-0.018
4.09,3071,M,1.64,-0.349
9.13,3624,M,0.87,-0.34
6.07,4537,K,0.62,-0.164
10.48,3393,M,0.38,0.221
6.45,3243,M,0.6,0.585
7.1,4042,K,1.35,0.651
5.31,3509,M,1.27,-0.031
5.48,3789,M,0.88,-0.089
7.78,4469,K,0.88,-0.246
7.6,3437,M,0.41,0.279
7.05,3496,M,0.68,-0.182
12.11,3881,M,1.32,-0.059
9.21,5707,G,0.71,0.124
8.02,3337,M,2.25,0.113
2.49,5508,G,1.83,-0.153
9.65,6608,F,0.8,-0.024
13.99,4262,K,0.88,-0.146
7.62,3633,M,3.04,-0.208
6.38,3357,M,1.53,-0.256
8.33,3236,M,1.04,-0.368
5.14,3513,M,1.1,0.09
8.92,6473,F,1.08,-0.06
11.0,6500,F,0.99,-0.284
6.66,3366,M,0.59,-0.307
6.72,3391,M,0.82,-0.311
7.84,3697,M,0.49,-0.153
7.0,6643,F,1.44,0.281
4.98,4285,K,0.94,-0.17
7.23,4061,K,1.47,0.139
6.83,4294,K,0.53,0.39
10.73,6551,F,2.04,0.042
10.31,3389,M,1.91,-0.191
10.79,3376,M,0.46,-0.022
9.6,3397,M,0.78,-0.011
8.41,6476,F,0.82,0.432
6.25,6755,F,0.49,-0.433
10.65,3500,M,0.88,0.279
8.7,3511,M,1.32,-0.436
5.5,3461,M,0.79,0.203
6.17,3413,M,0.42,-0.102
5.47,3656,M,1.47,0.456
3.9,6741,F,0.67,0.168
8.78,6062,G,0.71,0.143
5.52,3607,M,2.32,-0.235
6.49,3413,M,1.22,0.451
8.08,4296,K,0.67,0.704
7.62,4714,K,0.55,0.503
6.57,3357,M,1.62,-0.251
11.04,3642,M,1.57,-0.047
4.95,5291,G,0.78,-0.297
5.03,4579,K,0.53,-0.152
8.92,3315,M,1.21,0.071
6.75,3636,M,1.35,0.182
6.67,3284,M,0.83,0.133
5.84,3548,M,0.58,-0.43
8.68,3465,M,1.01,-0.009
8.45,3518,M,1.26,0.129
8.24,5391,G,0.78,0.237
6.83,3427,M,1.14,0.107
6.5,3527,M,1.2,0.122
7.67,3325,M,1.77,-0.06
9.93,3324,M,0.81,0.068
11.14,3437,M,0.57,0.646
10.22,3430,M,0.97,0.302
9.01,8073,A,2.33,0.091
9.96,6800,F,0.41,0.182
5.64,5408,G,0.31,0.019
6.57,6426,F,0.95,0.018
9.05,4201,K,0.83,0.238
7.76,4966,K,0.9,-0.15
8.68,3925,M,0.88,-0.032
9.96,3363,M,1.65,-0.343
9.65,3715,M,0.98,0.194
5.82,3484,M,1.51,0.267
8.02,4861,K,0.29,0.151
6.16,3559,M,0.77,-0.059
6.45,6532,F,0.67,-0.011
4.58,3063,M,0.32,0.037
8.27,4302,K,1.05,0.274
4.43,3504,M,0.95,0.259
8.79,5555,G,0.79,-0.359
10.72,6105,F,0.94,-0.22
9.06,3372,M,1.05,0.109
8.1,3597,M,1.66,-0.335
11.07,4189,K,1.38,0.23
8.65,3523,M,1.18,-0.069
6.27,4779,K,3.17,0.177
8.25,4587,K,0.7,0.009
11.92,3559,M,0.51,-0.025
5.81,3146,M,1.8,-0.272
5.24,3356,M,2.54,-0.137
9.23,4962,K,0.73,-0.029
7.55,5335,G,1.99,-0.037
6.94,3721,M,0.77,0.181
5.48,5332,G,1.34,-0.161
4.1,3451,M,1.38,-0.007
5.09,4616,K,0.73,0.376
11.23,3518,M,2.52,0.205
7.98,4586,K,2.67,0.026
4.08,4316,K,0.6,-0.365
10.37,3301,M,1.11,-0.343
10.47,3345,M,1.58,0.159
10.46,3407,M,0.39,0.185
7.15,3460,M,1.01,-0.486
7.46,3682,M,0.44,0.175
8.28,3515,M,1.4,-0.141
10.8,3585,M,1.04,-0.101
6.89,3525,M,0.83,0.222
6.49,3305,M,0.46,0.183
9.39,3503,M,0.74,-0.025
10.42,3523,M,1.3,0.172
7.89,3633,M,0.98,-0.091
9.34,3313,M,1.82,-0.197
8.22,4041,K,1.76,0.315
7.5,5548,G,1.72,0.331
6.34,3562,M,0.76,-0.161
5.69,5451,G,1.16,-0.133
6.77,3505,M,0.62,0.223
6.05,3654,M,0.53,-0.173
8.57,3420,M,1.81,0.2
10.44,3451,M,0.55,-0.256
8.41,5522,G,0.52,-0.072
6.16,3287,M,1.05,0.245
9.71,3473,M,0.87,-0.242
8.59,6479,F,0.91,-0.147
8.99,3786,M,3.17,0.094
6.96,3448,M,0.61,-0.45
10.27,6565,F,1.28,0.018
10.26,3661,M,1.04,0.29
7.63,3353,M,1.66,0.216
9.44,21376,B,0.68,-0.012
10.2,3809,M,0.89,0.005
7.07,3495,M,1.06,0.373
7.84,4379,K,0.49,0.343
8.16,3785,M,0.41,-0.024
5.8,6759,F,0.99,-0.157
8.88,3514,M,1.95,0.214
10.05,21427,B,0.84,0.283
7.71,4797,K,0.9,0.345
8.68,3441,M,1.78,0.146
10.8,4556,K,0.93,-0.089
7.19,4630,K,1.47,-0.417
8.72,3505,M,3.79,0.485
6.86,3257,M,0.75,0.401
6.81,3336,M,0.92,-0.192
8.68,3262,M,1.22,0.048
8.48,3586,M,2.11,-0.055
9.11,3293,M,0.94,0.017
8.15,4543,K,1.44,-0.1
8.93,4912,K,1.19,0.173
11.33,6964,F,0.96,-0.284
10.12,3178,M,0.81,-0.098
8.68,3276,M,0.74,0.218
9.01,3364,M,4.63,-0.493
7.4,3295,M,0.46,0.077
7.68,5045,G,0.49,-0.137
8.98,5497,G,1.13,0.404
8.18,3623,M,1.11,0.082
9.59,3667,M,1.24,-0.197
10.53,4393,K,0.65,0.363
7.8,3452,M,0.6,0.005
3.98,5598,G,0.87,0.033
12.07,3481,M,1.57,0.222
6.7,3642,M,0.6,-0.151
8.39,3575,M,1.08,0.362
9.45,19624,B,0.77,0.144
10.82,4989,G,0.47,-0.16
11.61,5912,G,0.53,-0.108
7.27,3380,M,1.58,-0.314
10.38,5598,G,0.74,0.077
8.4,5877,F,1.86,-0.044
13.49,3498,M,0.98,0.078
10.2,3518,M,0.5,-0.425
7.65,3526,M,1.27,-0.131
6.41,4027,M,0.67,-0.246
2.75,3390,M,0.83,0.123
9.35,3644,M,1.76,-0.15
10.02,3592,M,0.52,0.118
9.49,4347,K,0.8,-0.133
3.29,3641,M,0.58,0.407
5.48,3471,M,0.55,0.013
8.96,4697,K,0.79,0.229
11.57,3843,M,0.65,-0.028
7.89,4534,K,0.87,0.231
10.18,5423,G,1.38,-0.193
5.93,3684,M,0.69,-0.01
8.41,3744,M,0.48,-0.116
7.45,3345,M,1.38,0.467
10.38,4398,K,0.68,-0.297
6.92,3618,M,2.49,0.518
11.35,8444,A,0.82,-0.344
7.38,4285,K,0.93,0.184
5.86,4622,K,0.32,-0.155
5.93,6718,F,0.56,0.064
6.76,4425,K,0.32,-0.043
8.74,3511,M,1.16,-0.208
6.78,3399,M,0.96,0.02
6.36,3308,M,1.37,-0.104
9.78,3413,M,1.5,0.143
1.58,3513,M,1.62,-0.251
7.14,3242,M,0.89,0.118
5.33,3426,M,1.04,0.216
6.26,3515,M,1.34,-0.027
8.49,3709,M,0.67,-0.331
7.59,3445,M,0.63,0.433
7.41,4220,K,2.16,0.117
10.38,3463,M,0.41,-0.18
7.97,3401,M,1.28,0.123
11.61,3597,M,1.19,-0.419
9.42,4424,K,0.57,0.294
6.07,3026,M,0.72,0.531
11.87,4146,M,0.84,0.206
8.56,3525,M,1.11,-0.251
11.74,4520,K,1.19,-0.497
7.47,5076,G,0.98,0.341
8.54,3244,M,1.1,-0.037
8.86,4479,K,1.39,-0.098
7.66,8643,A,1.36,0.291
10.54,4658,K,2.15,-0.148
11.87,3542,M,1.68,0.191
3.41,3292,M,1.01,0.006
9.63,3062,M,1.38,0.062
6.21,3482,M,1.24,0.407
2.81,3407,M,1.09,-0.122
9.03,5153,G,0.65,-0.145
9.04,3645,M,1.08,-0.051
9.36,7830,A,0.36,-0.301
8.74,3608,M,1.71,0.234
9.75,4183,K,1.19,0.201
6.79,3523,M,0.92,-0.002
8.53,3663,M,0.81,-0.231
9.4,4424,K,1.39,-0.686
10.71,21690,B,2.51,-0.208
8.09,4932,K,1.21,-0.058
7.57,3542,M,2.59,-0.475
7.89,6676,F,1.48,0.624
5.61,5792,G,0.67,0.104
9.54,3595,M,1.28,0.136
5.09,3577,M,1.22,-0.037
8.78,4382,K,0.67,0.184
8.17,3205,M,0.82,-0.075
4.9,3257,M,0.81,-0.04
5.01,3917,M,1.05,0.351
6.29,4573,K,0.87,0.274
7.31,3457,M,1.14,-0.003
10.96,3721,M,1.24,0.506
7.78,3369,M,1.88,-0.021
9.09,3602,M,1.32,-0.126
10.53,3514,M,0.7,0.032
10.15,3581,M,2.87,0.075
7.99,3441,M,0.71,-0.298
6.59,3331,M,0.82,0.122
9.0,4315,K,1.35,0.529
6.63,5284,G,4.25,0.238
11.63,3499,M,1.22,0.166
9.74,3228,M,0.73,0.12
8.42,3282,M,0.44,-0.249
9.03,3524,M,0.43,-0.249
